id,source,city,district,rooms,area_m2,floor,total_floors,price_tenge,price_per_m2,price_segment,seller_type,listing_date,title,address,url,listing_id
112,krisha,Астана,Сарайшык р-н,1.0,30.0,,,170000,5666.7,middle,agency,2026-03-19,1-комнатная квартира · 30 м² · 9 этаж,"Сарайшык р-н, Болекпаева 19",https://krisha.kz/a/show/1010177272,1010177272
113,krisha,Астана,Есильский р-н,2.0,80.0,9.0,17.0,450000,5625.0,high,owner,2026-03-19,2-комнатная квартира · 80 м² · 9/17 этаж,"Есильский р-н, Туран 50/3",https://krisha.kz/a/show/1008455867,1008455867
114,krisha,Астана,Нура р-н,2.0,50.0,11.0,16.0,420000,8400.0,high,owner,2026-03-19,2-комнатная квартира · 50 м² · 11/16 этаж,"Нура р-н, Туран 39",https://krisha.kz/a/show/1010535956,1010535956
115,krisha,Астана,Есильский р-н,2.0,39.0,3.0,9.0,270000,6923.1,high,owner,2026-03-19,2-комнатная квартира · 39 м² · 3/9 этаж,"Есильский р-н, Мангилик Ел 51/6",https://krisha.kz/a/show/1005616514,1005616514
116,krisha,Астана,Нура р-н,1.0,40.0,,,180000,4500.0,middle,unknown,2026-03-19,1-комнатная квартира · 40 м²,"Нура р-н, Туран 34а",https://krisha.kz/a/show/1010296922,1010296922
117,krisha,Астана,Есильский р-н,1.0,39.0,7.0,20.0,240000,6153.8,middle,owner,2026-03-19,1-комнатная квартира · 39 м² · 7/20 этаж,"Есильский р-н, Туркестан 14",https://krisha.kz/a/show/1010204763,1010204763
118,krisha,Астана,Есильский р-н,1.0,48.0,2.0,7.0,180000,3750.0,middle,owner,2026-03-19,1-комнатная квартира · 48 м² · 2/7 этаж,"Есильский р-н, Е319 2А — Мангилик ел",https://krisha.kz/a/show/1009644426,1009644426
119,krisha,Астана,Есильский р-н,2.0,57.0,5.0,7.0,250000,4386.0,high,agency,2026-03-19,2-комнатная квартира · 57 м² · 5/7 этаж,"Есильский р-н, Маншук маметова 2",https://krisha.kz/a/show/696234699,696234699
120,krisha,Астана,Нура р-н,1.0,42.0,6.0,12.0,200000,4761.9,middle,owner,2026-03-19,1-комнатная квартира · 42 м² · 6/12 этаж,"Нура р-н, Чингиз Айтматова 62/2",https://krisha.kz/a/show/693460278,693460278
121,krisha,Астана,Сарыарка р-н,1.0,42.0,7.0,12.0,250000,5952.4,high,owner,2026-03-19,1-комнатная квартира · 42 м² · 7/12 этаж,"Сарыарка р-н, Чингиз Айтматов 77/2",https://krisha.kz/a/show/1010584868,1010584868
122,krisha,Астана,Алматы р-н,2.0,50.0,4.0,15.0,300000,6000.0,high,owner,2026-03-19,2-комнатная квартира · 50 м² · 4/15 этаж,"Алматы р-н, Тәуелсіздік 23/1 — Шарля де Голя",https://krisha.kz/a/show/1009837032,1009837032
123,krisha,Астана,Алматы р-н,1.0,20.0,,,150000,7500.0,middle,owner,2026-03-19,1-комнатная квартира · 20 м²,"Алматы р-н, Калдаякова 24 — Жумабаева",https://krisha.kz/a/show/690864614,690864614
124,krisha,Астана,Нура р-н,2.0,75.0,4.0,12.0,250000,3333.3,high,agency,2026-03-19,2-комнатная квартира · 75 м² · 4/12 этаж,"Нура р-н, Кайым Мухамедханов 25 — Срочная цена",https://krisha.kz/a/show/1010413971,1010413971
125,krisha,Астана,Алматы р-н,1.0,25.0,1.0,1.0,100000,4000.0,low,owner,2026-03-19,1-комнатная квартира · 25 м² · 1/1 этаж,"Алматы р-н, Аманат 6",https://krisha.kz/a/show/699275529,699275529
126,krisha,Астана,Куйши Дина 35,2.0,55.0,,,180000,3272.7,middle,agency,2026-03-19,2-комнатная квартира · 55 м²,Куйши Дина 35,https://krisha.kz/a/show/1010408291,1010408291
127,krisha,Астана,Нура р-н,1.0,22.0,6.0,10.0,155000,7045.5,middle,owner,2026-03-19,1-комнатная квартира · 22 м² · 6/10 этаж,"Нура р-н, Шоссе Коргалжын 37",https://krisha.kz/a/show/1006502843,1006502843
128,krisha,Астана,Нура р-н,1.0,35.0,6.0,12.0,190000,5428.6,middle,owner,2026-03-19,1-комнатная квартира · 35 м² · 6/12 этаж,"Нура р-н, Казбек би",https://krisha.kz/a/show/696559601,696559601
129,krisha,Астана,Есильский р-н,2.0,64.0,2.0,17.0,220000,3437.5,middle,owner,2026-03-19,2-комнатная квартира · 64 м² · 2/17 этаж,"Есильский р-н, Толе би 27 — Улы дала",https://krisha.kz/a/show/1008636253,1008636253
130,krisha,Астана,Нура р-н,2.0,62.0,14.0,16.0,300000,4838.7,high,owner,2026-03-19,2-комнатная квартира · 62 м² · 14/16 этаж,"Нура р-н, Санжара Асфендиярова 2 — Сыганак",https://krisha.kz/a/show/1007374802,1007374802
131,krisha,Астана,Сарайшык р-н,1.0,49.0,8.0,8.0,200000,4081.6,middle,owner,2026-03-19,1-комнатная квартира · 49 м² · 8/8 этаж,"Сарайшык р-н, Аманжол Болекпаев 12 — А.Байтұрсынова мен М.Жұмабаева пересичение",https://krisha.kz/a/show/1010584099,1010584099
132,krisha,Астана,Алматы р-н,1.0,39.0,18.0,24.0,160000,4102.6,middle,agency,2026-03-19,1-комнатная квартира · 39 м² · 18/24 этаж,"Алматы р-н, Момышулы 11",https://krisha.kz/a/show/1010525220,1010525220
133,krisha,Астана,Нура р-н,2.0,70.0,16.0,16.0,300000,4285.7,high,owner,2026-03-19,2-комнатная квартира · 70 м² · 16/16 этаж,"Нура р-н, Чингиз Айтматов 36",https://krisha.kz/a/show/1010583757,1010583757
134,krisha,Астана,Алматы р-н,1.0,43.0,4.0,10.0,180000,4186.0,middle,owner,2026-03-19,1-комнатная квартира · 43 м² · 4/10 этаж,"Алматы р-н, Жумабаева 60/4 — Кошкарбаева",https://krisha.kz/a/show/1010583510,1010583510
135,krisha,Астана,Нура р-н,1.0,40.0,7.0,10.0,210000,5250.0,middle,owner,2026-03-19,1-комнатная квартира · 40 м² · 7/10 этаж,"Нура р-н, Култегин 9",https://krisha.kz/a/show/1010583484,1010583484
136,krisha,Астана,Есильский р-н,1.0,49.0,5.0,17.0,240000,4898.0,middle,owner,2026-03-19,1-комнатная квартира · 49 м² · 5/17 этаж,"Есильский р-н, Туран 50/2 — Возле стадион Астана Арена",https://krisha.kz/a/show/698702886,698702886
137,krisha,Астана,Алматы р-н,1.0,25.0,4.0,13.0,150000,6000.0,middle,owner,2026-03-19,1-комнатная квартира · 25 м² · 4/13 этаж,"Алматы р-н, Кошкарбаева 68",https://krisha.kz/a/show/1001959969,1001959969
138,krisha,Астана,Нура р-н,2.0,48.0,,,200000,4166.7,middle,owner,2026-03-19,2-комнатная квартира · 48 м²,"Нура р-н, Кабанбай батыра 59",https://krisha.kz/a/show/1006288542,1006288542
139,krisha,Астана,Есильский р-н,2.0,50.0,21.0,24.0,280000,5600.0,high,owner,2026-03-19,2-комнатная квартира · 50 м² · 21/24 этаж,"Есильский р-н, Кабанбай батыр 48/5 — Орынбор",https://krisha.kz/a/show/1000814639,1000814639
140,krisha,Астана,Алматы р-н,1.0,43.0,3.0,9.0,190000,4418.6,middle,agency,2026-03-19,1-комнатная квартира · 43 м² · 3/9 этаж,"Алматы р-н, Культегин 10 — Сыганак",https://krisha.kz/a/show/1008211847,1008211847
141,krisha,Астана,Есильский р-н,1.0,40.0,5.0,10.0,230000,5750.0,middle,agency,2026-03-19,1-комнатная квартира · 40 м² · 5/10 этаж,"Есильский р-н, Е-809 23",https://krisha.kz/a/show/1010523819,1010523819
142,krisha,Астана,Сарыарка р-н,1.0,15.0,2.0,4.0,100000,6666.7,low,unknown,2026-03-19,1-комнатная квартира · 15 м² · 2/4 этаж,"Сарыарка р-н, Асемконыр 8 — Коктал 1",https://krisha.kz/a/show/1010485429,1010485429
143,krisha,Астана,Нура р-н,1.0,48.0,12.0,13.0,200000,4166.7,middle,agency,2026-03-19,1-комнатная квартира · 48 м² · 12/13 этаж,"Нура р-н, Чингиз Айтматов",https://krisha.kz/a/show/1010581866,1010581866
144,krisha,Астана,Сарыарка р-н,1.0,40.0,2.0,11.0,170000,4250.0,middle,owner,2026-03-19,1-комнатная квартира · 40 м² · 2/11 этаж,"Сарыарка р-н, Косшыгулулы 21 — Напротив мечты",https://krisha.kz/a/show/690267806,690267806
145,krisha,Астана,Нура р-н,2.0,48.0,,,270000,5625.0,high,agency,2026-03-19,2-комнатная квартира · 48 м² · 5 этаж,"Нура р-н, Е-36 2, 4, 5, 9, 11",https://krisha.kz/a/show/1010461111,1010461111
146,krisha,Астана,Нура р-н,2.0,55.0,,,350000,6363.6,high,agency,2026-03-19,2-комнатная квартира · 55 м² · 6 этаж,"Нура р-н, Туран 39",https://krisha.kz/a/show/760261821,760261821
147,krisha,Астана,Нура р-н,1.0,42.3,2.0,10.0,180000,4255.3,middle,owner,2026-03-19,1-комнатная квартира · 42.3 м² · 2/10 этаж,"Нура р-н, Анет баба 13, 13/1, 13/2",https://krisha.kz/a/show/1010581942,1010581942
148,krisha,Астана,Сарыарка р-н,1.0,36.0,5.0,8.0,170000,4722.2,middle,agency,2026-03-19,1-комнатная квартира · 36 м² · 5/8 этаж,"Сарыарка р-н, Сарыарка 41",https://krisha.kz/a/show/1008866615,1008866615
149,krisha,Астана,Есильский р-н,2.0,80.0,18.0,20.0,450000,5625.0,high,owner,2026-03-19,2-комнатная квартира · 80 м² · 18/20 этаж,"Есильский р-н, Акмешит 9 — Акмешит",https://krisha.kz/a/show/1005954219,1005954219
150,krisha,Астана,Алматы р-н,2.0,58.0,4.0,12.0,170000,2931.0,middle,agency,2026-03-19,2-комнатная квартира · 58 м² · 4/12 этаж,"Алматы р-н, Рыскулбекова 31/1",https://krisha.kz/a/show/698495941,698495941
151,krisha,Астана,Есильский р-н,1.0,38.0,7.0,9.0,190000,5000.0,middle,owner,2026-03-19,1-комнатная квартира · 38 м² · 7/9 этаж,"Есильский р-н, Аль-Фараби 30 — Улы Дала",https://krisha.kz/a/show/1010309514,1010309514
152,krisha,Астана,Сарайшык р-н,2.0,35.0,7.0,9.0,230000,6571.4,middle,owner,2026-03-19,2-комнатная квартира · 35 м² · 7/9 этаж,"Сарайшык р-н, Култегын 2 — Сығанақ",https://krisha.kz/a/show/1009752440,1009752440
153,krisha,Астана,Нура р-н,2.0,45.0,9.0,9.0,250000,5555.6,high,owner,2026-03-19,2-комнатная квартира · 45 м² · 9/9 этаж,"Нура р-н, 36 5",https://krisha.kz/a/show/1008650525,1008650525
154,krisha,Астана,Нура р-н,1.0,40.0,1.0,12.0,250000,6250.0,high,owner,2026-03-19,1-комнатная квартира · 40 м² · 1/12 этаж,"Нура р-н, Туран 34а",https://krisha.kz/a/show/1010026644,1010026644
155,krisha,Астана,Кабанбай Батыра 60 — Улы Дала,1.0,44.0,,,170000,3863.6,middle,agency,2026-03-19,1-комнатная квартира · 44 м²,Кабанбай Батыра 60 — Улы Дала,https://krisha.kz/a/show/1010006401,1010006401
156,krisha,Астана,Сарыарка р-н,1.0,42.0,3.0,18.0,200000,4761.9,middle,owner,2026-03-19,1-комнатная квартира · 42 м² · 3/18 этаж,"Сарыарка р-н, Боталы 26 — Сарыарка джангильдина, 60 лицей",https://krisha.kz/a/show/1010580920,1010580920
157,krisha,Астана,Керей жанибек хандар 22 — Туркестан,1.0,50.0,,,180000,3600.0,middle,agency,2026-03-19,1-комнатная квартира · 50 м²,Керей жанибек хандар 22 — Туркестан,https://krisha.kz/a/show/1010094344,1010094344
158,krisha,Астана,Алматы р-н,3.0,77.61,4.0,21.0,475000,6120.3,high,owner,2026-03-19,3-комнатная квартира · 77.61 м² · 4/21 этаж,"Алматы р-н, Калдаякова 3",https://krisha.kz/a/show/685734511,685734511
159,krisha,Астана,Есильский р-н,2.0,60.0,7.0,12.0,230000,3833.3,middle,owner,2026-03-19,2-комнатная квартира · 60 м² · 7/12 этаж,"Есильский р-н, Абикен Бектуров 7",https://krisha.kz/a/show/760788029,760788029
160,krisha,Астана,Нура р-н,1.0,40.0,5.0,9.0,170000,4250.0,middle,owner,2026-03-19,1-комнатная квартира · 40 м² · 5/9 этаж,"Нура р-н, Максут Нарикбаев 9",https://krisha.kz/a/show/1009372507,1009372507
161,krisha,Астана,Есильский р-н,2.0,60.0,3.0,16.0,380000,6333.3,high,owner,2026-03-19,2-комнатная квартира · 60 м² · 3/16 этаж,"Есильский р-н, Достык 8/3",https://krisha.kz/a/show/1007761630,1007761630
162,krisha,Астана,Есильский р-н,1.0,38.0,2.0,9.0,180000,4736.8,middle,owner,2026-03-19,1-комнатная квартира · 38 м² · 2/9 этаж,"Есильский р-н, Улы дала 30/3 — Аль Фараби и Улы Дала",https://krisha.kz/a/show/1010263900,1010263900
163,krisha,Астана,Сарытогай 11/1 — Кабанбай Батыра,1.0,44.0,,,130000,2954.5,middle,agency,2026-03-19,1-комнатная квартира · 44 м²,Сарытогай 11/1 — Кабанбай Батыра,https://krisha.kz/a/show/1010271873,1010271873
164,krisha,Астана,Есильский р-н,2.0,40.8,14.0,20.0,230000,5637.3,middle,owner,2026-03-19,2-комнатная квартира · 40.8 м² · 14/20 этаж,"Есильский р-н, Туркестан 14А — Орынбор",https://krisha.kz/a/show/1007615785,1007615785
165,krisha,Астана,Есильский р-н,1.0,42.0,14.0,16.0,230000,5476.2,middle,owner,2026-03-19,1-комнатная квартира · 42 м² · 14/16 этаж,"Есильский р-н, Улы дала 57",https://krisha.kz/a/show/687584566,687584566
166,krisha,Астана,Есильский р-н,1.0,45.0,4.0,9.0,220000,4888.9,middle,owner,2026-03-19,1-комнатная квартира · 45 м² · 4/9 этаж,"Есильский р-н, Сарайшык 9 — Пересечение Акмешит",https://krisha.kz/a/show/1010344344,1010344344
